ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
26	GMCI	26-GMCI-000952	 	GARRO FABRIL SA	25/101150_GARRO FABRIL SA	26001TRM4001050K	04/02/2026	TRM4 T4/CELIMEX-VENADO TUERTO 2X20 MSKU7101220 TEMU2278887
26	GMCI	26-GMCI-000951		W.MAX SRL	RECICLA MAS 001-002 0000012	26012IC04000142E	18/02/2026	IMPORT FTL#3 CAUCHO ADUANA DE CLORINDA
26	GMCI	26-GMCI-000950		CRUX MARINE SAS 	AQUAREAD CRUX UY INV A118	26001IC04031562M	13/02/2026	IMPORT DHL MATADEROS
26	GMCI	26-GMCI-000948		ASOCIACION CASA EDITORA SUDAMERICAN	SAPPI TRADING INV 125765658 / 125765659 3X20ST	26001IC04036362P	24/02/2026	 
26	GMCI	26-GMCI-000947		CELULOSA CANNING SA	HENAN MAYJOY MECH INV: MJDR20250531/ 20250550	26001IC04036182P	24/02/2026	IMPORT MARIT CHINA 1X20+1X40H MSC_REBOBINADORA + CORTADORAS
26	GMCI	26-GMCI-000946		CRUX MARINE SAS 	CADENAS_CRUX UY A119	26001IC04034474R	20/02/2026	IMPORT FCL CHINA 1X20 FCIU5004837 27.47TONS
26	GMCI	26-GMCI-000945		CHIEZHO EDIZIONE S.R.L.	LIBROS SONIDOS MOON INV 242	26001IC04059167A	27/03/2026	Carga consolidada . Canal Rojo. Depòsito Fiscal Mruchison. Fecha de oficializaciòn 27/03/2026 26 001 IC04 059167 A.
26	GMCI	26-GMCI-000944		MARIOTTI DOMINGO FRANCISCO	SLOAN IMPLEMENT INV 251020	26008IC04001651P	26/02/2026	IMPORT MARITIMA ZARATE_CABEZAL JD RD45F
26	GMCI	26-GMCI-000943		3BL SRL	AVELLANAS VITAKAI S.A. INV 26001001	26001IC05004167Y	04/03/2026	Carga Chile Avellanas.// 4Bultos 2680kg. Vitakai Inv 26001001 Operaciòn 22 26 001 IC05 004167 Y 
26	GMCI	26-GMCI-000942		RUILARSA SRL	NEWINDU INT. LTD INV NI2025F0215W	26001IC04054794B	20/03/2026	IMPORT. MARIT. 1X40H XC760K SKID STEER LOADER
26	GMCI	26-GMCI-000941		3BL SRL	ALMENDRAS GREEN NUTS SNACKS LLP INV GB1450	26038IC04001684B	06/02/2026	 
26	GMCI	26-GMCI-000940		PLAYGAME SRL	25/100954_PLAY GAME SRL	26001TRM4000825T	27/01/2026	TRM T4/BINDER/CLIENTE-ROS 2X40H
26	GMCI	26-GMCI-000939		W.MAX SRL	RECICLA MAS 001-002 0000009	26012IC04000080F	28/01/2026	IMPORT FTL#2 CAUCHO ADUANA DE CLORINDA
26	GMCI	26-GMCI-000938		3BL SRL	COCO RALLADO ATLÁNTICA INV	26001IC04106776W	02/06/2026	COMPANIA ATLANTICA DE COMERCIO INTERNACIONAL AMERI Inv. 00405. Op.24. COCO RALLADO. 1x40HQ.
26	GMCI	26-GMCI-000937		MISIONEROS CLARETIANOS O HIJOS DEL 	SHENZEN JINHAO	26001IC04065443R	07/04/2026	1x20 Embarque marítimo_INV JHP20250908 inv 610-26010004
26	GMCI	26-GMCI-000936		PROBELT S.R.L.	P119-25 HOLO	26001IC04026777B	09/02/2026	P119-25 HOLO
26	GMCI	26-GMCI-000935		AFG INGENIERIA S.R.L.	25/101169_AFG INGENIERIA SRL	26001TRM4000936W	02/02/2026	TRM4 T4/BIN1+CLIENTE, ROS/ BUE 1X40H MRSU3229070
26	GMCI	26-GMCI-000934		CIBART S.R.L.	262250077_CIBART SRL	26001TRM4000811Y	27/01/2026	TRM T4/ ZOFRACOR 1X20 MRSU0134618
26	GMCI	26-GMCI-000932		VIOTTO SERGIO CARLOS	MILLER SELLNER_INV: 465091	26008IC04002136Y	12/03/2026	IMPORT MARITIMA ZARATE_CABEZAL CASE IH 3162
26	GMCI	26-GMCI-000931		HERNANDEZ CARLOS RAFAEL Y HERNANDEZ	MH TELAS	26001IC04033988D	19/02/2026	MH TELAS
26	GMCI	26-GMCI-000930		GARRO FABRIL SA	25/100802_GARRO FABRIL SA	26001TRM4000589D	21/01/2026	TRM4 1X40 MRKU1061350 T4/CELIMEX-VENADO TUERTO
26	GMCI	26-GMCI-000929		SOCIEDAD DE SAN PABLO	INCIENSO	26001IC04102123E	27/05/2026	 
26	GMCI	26-GMCI-000928		3BL SRL	IMPO ALMENDRAS COMPAÑÍA ATLÁNTICA INV 00398	26038IC04001795E	09/02/2026	 
26	GMCI	26-GMCI-000927		CYPRES SA	LATINBOOKS INV 2600	26001IC05001918P	02/02/2026	IMPORT FTL ZFCOLONIA
26	GMCI	26-GMCI-000926		3BL SRL	IMPO AVENA COSMOS TRADING LLC	26075IC04000060M	19/01/2026	IMPORT TERRESTRE FTL DEP FISCAL NEUQUEN
26	GMCI	26-GMCI-000925		W.MAX SRL	RECICLA MAS 001-002 0000007	26046IC05000016M	20/01/2026	IMPORT FTL#1 CAUCHO ADUANA DE POSADAS
26	GMCI	26-GMCI-000924		STARPLASTIC S.A.	25/03371	26001TRM4001162Y	09/02/2026	25/03371
26	GMCI	26-GMCI-000923		COTAGRO COOPERATIVA AGROPECUARIA LI	25/03352_COTAGRO COOP.	26001TRM4000362P	13/01/2026	TRM4 TRP/P.L.GRAL. DEHEZA 1X40H SEGU6294350
26	GMCI	26-GMCI-000922		PROBELT S.R.L.	p135-25 2200002140	26001IC04011815L	19/01/2026	p135-25 2200002140
26	GMCI	26-GMCI-000921		CELULOSA CANNING SA	IMB PAPELES_ET-879 PI568 CARGA 5	26042IC05000950P	16/01/2026	IMPO TERRESTRE FTL
26	GMCI	26-GMCI-000920		AGROFIERRO S.A	NORTHERN PLAINS INV: 82730	26008IC04001649W	26/02/2026	IMPORT MARIT ZARATE. CABEZAL NEW HOLLAND 880CF
26	GMCI	26-GMCI-000919		PROBELT S.R.L.	TRM SILIKOMART	26001TRM4000250L	08/01/2026	TRM SILIKOMART
26	GMCI	26-GMCI-000918		INDUSTRIAS MAR SAS	25/03344 SI_INDUSTRIAS MAR SAS	26001TRM4000292R	09/01/2026	TRM4 EXOLGAN/ CORDOBA 2X40HC
26	GMCI	26-GMCI-000917		PROBELT S.R.L.	P135-25	26001IC04011824L	19/01/2026	HABASIT
25	GMCI	25-GMCI-000917		EDICIONES LEA S.A.		26001IC04060573Z	30/03/2026	Carga Consolidada. Canal Verde. Depòsito fiscal Gemez  Fecha de olficializaciòn 30/03/2026
25	GMCI	25-GMCI-000914	 	PROBELT S.R.L.	P117-25	25001TRM4012909B	30/12/2025	..P117-25
25	GMCI	25-GMCI-000912		AGROFIERRO S.A	DAGGER MACHINERY INV: 6847	26008IC04002105K	11/03/2026	IMPORT MAR COSECHADORA NEW HOLLAND CR8.90
25	GMCI	25-GMCI-000911		DPM SA	DPM SA _ INV: FP-RJC-PAB-ARG-004	25001TRM4012750S	26/12/2025	TRM4 TRP/ BAHIA BLANCA 1X20 CMAU3060060
25	GMCI	25-GMCI-000910	 	AFG INGENIERIA S.R.L.	25/01016_AFG INGENIERIA	25073TRM4004212V	22/12/2025	TRM4 EZEIZA/ BINDER1 1PKG 126KGS
25	GMCI	25-GMCI-000909		STARPLASTIC S.A.	25/03179 SI _ STARPLASTIC	25001TRM4012601N	22/12/2025	TRM4 EXOLGAN/ CORDOBA
25	GMCI	25-GMCI-000907		BIG STARS SRL	25/03010_BIG STARS SRL	25001TRM4012550Z	19/12/2025	TRM4 T4/ZFVCONSTITUCION+CARCARAÑA
25	GMCI	25-GMCI-000906		GM CARGO SRL	WEILER SRL_INV: 99083084	26008TRM4000015R	07/01/2026	CL: FCL.PY_TRANSITO INTERNACIONAL ZARATE/ ASUNCION_LANCHA+TRAILER EN CARRETON
25	GMCI	25-GMCI-000905		Helvetica SA	25/100703_HELVETICA SA	26001TRM4000070L	05/01/2026	TRM4 T4/BINDER1 2X40HC
25	GMCI	25-GMCI-000904		STARPLASTIC S.A.	PCC 25/03067_STARPLASTIC SA	26001TRM4000238R	07/01/2026	TRM4 EXOLGAN/CACEC/CLIENTE 1X40H CIPU5099676
25	GMCI	25-GMCI-000903		PROBELT S.R.L.	HABASIT ITALIANA 2200001889	25001IC06012484P	18/12/2025	 
25	GMCI	25-GMCI-000901		MARIOTTI DOMINGO FRANCISCO	SLOAN IMPLEMENTS INV: 251020	25008IC04009848H	26/12/2025	IMPORT MARITIMA ZARATE_COSECHADORA JD S780
25	GMCI	25-GMCI-000900		CELULOSA CANNING SA	IMB PAPELES SA ET-855	25042IC05032312L	23/12/2025	FTL IMPORT PDLLIBRES
25	GMCI	25-GMCI-000898		AFG INGENIERIA S.R.L.	25/400094 AFG INGENIERIA SRL	25073TRM4004165F	16/12/2025	TRM4 EZEIZA/BINDER1/CLIENTE 1PKG, 1760.90KGS
25	GMCI	25-GMCI-000897		GARRO FABRIL SA	25/100562_ GARRO FABRIL	25001TRM4012462S	18/12/2025	TRM 1X40ST T4/VTUERTO
25	GMCI	25-GMCI-000896		PRIOTTI NANCY MARIA	KC NELSEN LTD_INV: 459426+459427	26008IC04002111H	11/03/2026	IMPORT MARITIMA ZARATE_2 CABEZALES JD 645FD + 640FD
25	GMCI	25-GMCI-000895		PROBELT S.R.L.	HABASIT ITALIANA 2200001889	25001IDA4008576P	15/12/2025	 
25	GMCI	25-GMCI-000893		BIG STARS SRL	25/02918 SI_BIG STARS SRL	25001TRM4012344R	15/12/2025	TRM4 T4/BINDER 2X40H
25	GMCI	25-GMCI-000892		BIG STARS SRL	25/02917 SI_BIG STARS SRL	25001TRM4012338U	15/12/2025	TRM4 T4/ZFVCONSTITUCION + 1 CON ENTREGA EN CARCARAÑA
25	GMCI	25-GMCI-000891		W.MAX SRL	JOSTRON INV.A9	26001IC04025888D	06/02/2026	IMPORT 1X40H CHINA PADEL COURT + GRASS
25	GMCI	25-GMCI-000890		3BL SRL	25090	26001IC04069303Z	09/04/2026	Importación Dátiles c/ carozo_Mersín  Operación 20.
25	GMCI	25-GMCI-000889		CULTURAL LIBRERA AMERICANA S.A.	325042540-2	26001IC04032970Z	18/02/2026	 
25	GMCI	25-GMCI-000888		MISIONEROS CLARETIANOS O HIJOS DEL 	PBF-102125	26001IC04056267V	25/03/2026	Contenedoro completo Biblias Nanjing Amity Printing Co., Ltd. Canal Rojo, Terminal Exolgan.
25	GMCI	25-GMCI-000886		BIG STARS SRL	25/02919 SI BIG STAR	25001TRM4012066S	05/12/2025	1X40HC T4/BINDER1 CON VERIF EXHAUSTIVA ADUANA BSAS
25	GMCI	25-GMCI-000885		3BL SRL	COSMOS TRADING LLC (VIETNAM)	26001IC04045755V	09/03/2026	Contenedor completo Castañas de Cajù.  Cosmos Trading LLC.  Inv. 790. Operaciòn 18. Vietnam.
25	GMCI	25-GMCI-000884		LAUACU SRL	BWB EMBALAGENS LTDA	26029IC05000152Y	29/01/2026	 
25	GMCI	25-GMCI-000883		AFG INGENIERIA S.R.L.	25/00916 AFG INGENIERIA SRL	25073TRM4004107B	09/12/2025	TRM4 EZEIZA/BINDER1/CLIENTE-ROS 2PKG, 2140KGS
25	GMCI	25-GMCI-000882		PRIOTTI NANCY MARIA	RANDAL BROS INV: 20010-30962	26026IC05000477V	25/02/2026	IMPORT FTL GUALEGUAYCHU COSECHADORA JD S670
25	GMCI	25-GMCI-000881		STAAL SAS	25/02912	26001TRM4000345Z	12/01/2026	25/02912
25	GMCI	25-GMCI-000880		3BL SRL	PROFORMABL1-2025	25001IC05029459B	09/12/2025	Camión completo Almendras sin cáscara Chile
25	GMCI	25-GMCI-000879		W.MAX SRL	JOSTRON INV.A8	25001IC04273189B	22/12/2025	IMPORT MARIT 1X40H CESPED
25	GMCI	25-GMCI-000877		BIG STARS SRL	25/02900 BIG STARS SRL	25001TRM4011854W	01/12/2025	2X40HC T4/ BINDER 1
25	GMCI	25-GMCI-000876		STARPLASTIC S.A.	25/03066_STARPLASTIC	25001TRM4012593A	22/12/2025	TRM4 EXOLGAN/ CORDOBA
25	GMCI	25-GMCI-000875		BIG STARS SRL	25/02899 SI BIG STARS SRL	25001TRM4011849D	01/12/2025	1X40HC T4/BINDER+CARCARAÑA
25	GMCI	25-GMCI-000874		VERDE OSCURO SRL	MUEBLES	25001IC04271430L	18/12/2025	MUEBLES  TRASLADA A GEMEZ 2
25	GMCI	25-GMCI-000872		CELULOSA CANNING SA	IMB ET-813 pi568 CARGA 3	25042IC05030166Z	01/12/2025	 
25	GMCI	25-GMCI-000871		CRUX MARINE SAS 	SRT MARINE_CRUX UY INV: A116	25001IC04256648C	01/12/2025	IMPORT AEREA DHL PREPAID
25	GMCI	25-GMCI-000868		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA 4006	25001IC05028998X	03/12/2025	Camiòn exclusivo  Zona Fanca Colonia. Canal Naranja.
25	GMCI	25-GMCI-000867		A Z EDITORA S.A.	LYF-NCP 325062077-2	25001IC04275805V	26/12/2025	PI568
25	GMCI	25-GMCI-000866		CRUX MARINE SAS 	BANTEN_CRUX UY INV: A117	25001IC04263747A	10/12/2025	IMPORT AEREA DHL MATADEROS, FLETE COLLECT
25	GMCI	25-GMCI-000865		CELULOSA CANNING SA	ET-804 pi568 CARGA 2	25042IC05029965X	27/11/2025	 
25	GMCI	25-GMCI-000864		A Z EDITORA S.A.	LYFTEN LLC LYF-NCP-325062077-1	25001IC04277790D	29/12/2025	1X40 HQ
25	GMCI	25-GMCI-000863		STARPLASTIC S.A.	25/02943_STARPLASTIC SA	25001TRM4011442P	18/11/2025	TRM4 1X40ST EXO/CORDOBA
25	GMCI	25-GMCI-000861		CERAMICOS PELLEGRINI	25/02635 SI_CERAMICOS PELLEGRINI SRL	25001TRM4011571S	20/11/2025	TRM4 1X20 T4/ZPA PARANA
25	GMCI	25-GMCI-000860	 	ALOE SALVADOR CRISTIAN	25/02280 _ ALOE SALVADOR C	25001TRM4011355S	17/11/2025	TRM4 1X40HC T4/TRANSTOTAL, PEREZ-ROSARIO
25	GMCI	25-GMCI-000859	 	GARNI SAS	25/01981 SI1_GARNI SA	25001TRM4011409S	17/11/2025	TRM4 1X20 T4/ CORDOBA
25	GMCI	25-GMCI-000858		PLYRAP SA	25/02892 SI_PLYRAP SA	25001TRM4011262P	13/11/2025	1X20 TRM4 BUE/VTUERTO/BUE
25	GMCI	25-GMCI-000857	 	GARRO FABRIL SA	25/02819_GARRO FRABRIL SA	25001TRM4011363R	17/11/2025	TRM4 1X20 T4/CELIMEX, VENADO TUERTO
25	GMCI	25-GMCI-000856		INDUSTRIAS MAR SAS	25/02961 SI_INDUSTRIAS MAR	25001TRM4011326Z	14/11/2025	TRM4 1X40HC EXO/CORDOBA
25	GMCI	25-GMCI-000855		BIG STARS SRL	25/02733 SI_BIG STARS SRL	25001TRM4011233N	12/11/2025	2X40HC TRM4 BUE/ZFVCONSTITUCION/BUE
25	GMCI	25-GMCI-000853		3BL SRL	GFT GIDA LIMITED SIRKETI / GREEN NUTS SNACKS  GN1353	26001IC04070369U	10/04/2026	GFT GIDA LIMITED SIRKETI / GREEN NUTS SNACKS  GN1353
25	GMCI	25-GMCI-000852		ASOCIACION CASA EDITORA SUDAMERICAN	125577987//12557988	25001IC04254231L	27/11/2025	125577987//12557988 SAPPI 2X20ST// Papel.
25	GMCI	25-GMCI-000851		CORMORAN SA	PCR 25/00655_CORMORAN SA	25001TRM4011164Z	11/11/2025	1X40H 1X40H TRM4 BUE/RAFAELA/BUE
25	GMCI	25-GMCI-000850		PROBELT S.R.L.	HABASIT CHILE	25001IC04234765V	04/11/2025	HABASIT CHILE
25	GMCI	25-GMCI-000849		CRUX MARINE SAS 	A115 _ PALMARY	25073IC04130710P	13/11/2025	IMPORT AEREA VIA FEDEX/ EZEIZA
25	GMCI	25-GMCI-000848		ELVERDIN DANIEL HORACIO	SLOAN_COSECHADORA	25008IC04009418A	05/12/2025	 
25	GMCI	25-GMCI-000847	 	INDUSTRIAS MAR SAS	25/02765 SI_INDUSTRIAS MAR SAC	25001TRM4010601L	27/10/2025	TRM4 EXO/CORD 1X40HC MSMU8370559 TURNO 27/10 21HS
25	GMCI	25-GMCI-000844		LLAVANERES SRL	LUTEPEL INC. INV. LUT-4168/25	25042IC05027304Z	28/10/2025	IMPORT FTL PASO DE LOS LIBRES
25	GMCI	25-GMCI-000841		ASOCIACION CASA EDITORA SUDAMERICAN	16018/2025	25001IC82000635Y	29/10/2025	 
25	GMCI	25-GMCI-000840		CRUX MARINE SAS 	MEDCHEMEXPRESS INV. M2559556	25001IC04221579U	20/10/2025	IMPORT AER 1200miligrms BMAA (AMINOACIDO) Beta-N-methylamino-L-alanine hydrochloride
25	GMCI	25-GMCI-000839		CYPRES SA	LATINBOOKS INTERNATIONAL GROUP S.A.	26001IC04017082N	23/01/2026	 
25	GMCI	25-GMCI-000838		EDITORIAL ARTEMISA S.A.	CI 272800	25001IC04241378T	11/11/2025	 
25	GMCI	25-GMCI-000837		INDUSTRIAS MAR SAS	25/02606 SI _ INDUSTRIAS MAR	25001TRM4010238R	17/10/2025	2X40HC TRM4 BUE/COR
25	GMCI	25-GMCI-000836		PROBELT S.R.L.	HABASIT	25001IC04220160F	16/10/2025	HABASIT
25	GMCI	25-GMCI-000834		LLAVANERES SRL	PEREZ TRADING INV: 134042	25029IC05002505R	10/11/2025	IMPORT FTL IGUAZU
25	GMCI	25-GMCI-000833	 	CUATRO ASES SA	25/02747 SI _ CUATRO ASES SA	25001TRM4010155P	15/10/2025	TXGU5264431 IMO 1X40HC_TRM4 BUE-T4/DFCOR/ADCHIPION +1DIA/ARBUE_CARGA SABADO 18/10
25	GMCI	25-GMCI-000832		LLAVANERES SRL	PEREZ TRADING INV: 134045	25029IC05002504Z	10/11/2025	IMPORT FTL IGUAZU
25	GMCI	25-GMCI-000830		LLAVANERES SRL	PEREZ TRADING CO. INV. 133746	25029IC05002248V	20/10/2025	Camion completo Aduana IGUAZU 21 package
25	GMCI	25-GMCI-000829		CYPRES SA	LATINBOOKS INTERNATIONAL GROUP	25001IC04254005K	27/11/2025	Embarque marítimo
25	GMCI	25-GMCI-000827		LLAVANERES SRL	PEREZ TRADING CO. INV. 133611	25029IC05002313Y	24/10/2025	Camión completo 13 package Aduana: IGUAZU
25	GMCI	25-GMCI-000826		CELULOSA CANNING SA	IMB PAPELES INV: ET-713	25042IC05025818B	09/10/2025	IMPORT TERRESTRE FTL PASO DE LOS LIBRES
25	GMCI	25-GMCI-000825		CELULOSA CANNING SA	PEREZ TRADING CO. INV. 133769	25029IC05002236S	17/10/2025	IMPORT TERRESTRE FTL IGUAZU
25	GMCI	25-GMCI-000824		CELULOSA CANNING SA	PEREZ TRADING INV: 133768	25029IC05002331Y	27/10/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000823		CELULOSA CANNING SA	PEREZ TRADING INV: 133767	25029IC05002330N	27/10/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000822		CELULOSA CANNING SA	PEREZ TRADKING INV: 133766	25029IC05002348W	28/10/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000821	 	ASOCIACION CASA EDITORA SUDAMERICAN	SAPPI PAPIER 125555722/5723	25001IC04245238S	17/11/2025	IMPORT MARIT 2X20 PAPEL
25	GMCI	25-GMCI-000819		CELULOSA CANNING SA	PEREZ TRADING CO. INV. 133765	25029IC05002299E	23/10/2025	IMPORT TERRESTRE FTL IGUAZU
25	GMCI	25-GMCI-000817		CELULOSA CANNING SA	133764	25029IC05002634U	27/11/2025	 
25	GMCI	25-GMCI-000816		CELULOSA CANNING SA	PEREZ TRADING INV: 133763	25029IC05002549C	14/11/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000815		CELULOSA CANNING SA	PEREZ TRADING INV: 133762	25029IC05002473V	07/11/2025	IMPO FTL PUERTO IGUAZU
25	GMCI	25-GMCI-000814		CELULOSA CANNING SA	PEREZ TRADKING INV: 133761	25029IC05002471T	07/11/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000813		CELULOSA CANNING SA	PEREZ TRADING INV: 133760	25029IC05002414Z	03/11/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000812		EFEPE S.A.	VALO V-250904	25001IC04213241H	08/10/2025	IMPORT AEREA (DHL) AWB 97 4044 1421
25	GMCI	25-GMCI-000811		BRIKET S A	25/02729 SI _ BRIKET	25001TRM4009546E	01/10/2025	TRM4 T4/ BINDER 1, 1X20 MRSU0163555
25	GMCI	25-GMCI-000810		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial 4002	25001IC05023180J	29/09/2025	Camión completo  Zona Franca Colonia
25	GMCI	25-GMCI-000808		CEDIMET SRL	25/02190 SI - CEDIMET	25001TRM4009455D	29/09/2025	3X40HC TRM4 TRP/BINDER1+CLIENTE
25	GMCI	25-GMCI-000807		CELULOSA CANNING SA	IMB ET-689 PARAGUAY	25012IC04000761K	26/09/2025	IMPORT TERR IC04 DEFIBA CLORINDA
25	GMCI	25-GMCI-000806	 	CELULOSA CANNING SA	PEREZ TRADING CO. INV. 133205	25029IC05002266V	22/10/2025	IMPORT TERRESTRE FTL IGUAZU
25	GMCI	25-GMCI-000805		CELULOSA CANNING SA	ET-675	25042IC05023875C	22/09/2025	IMPORT TERR CAMION COMPLETO PDLLIBRES PAPEL
25	GMCI	25-GMCI-000804		CELULOSA CANNING SA	PEREZ TRADKING INV: 90812652	25029IC05002378C	30/10/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000803		CELULOSA CANNING SA	PEREZ TRADING INV: 90812677	25029IC05002437V	05/11/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000802	 	CELULOSA CANNING SA	PEREZ TRADING INV: 90810282	25029IC05002375W	30/10/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000801	 	CELULOSA CANNING SA	PEREZ TRADING INV: 90810557	25029IC05002546W	14/11/2025	IMPO FTL IGUAZU
25	GMCI	25-GMCI-000800	 	CELULOSA CANNING SA	PEREZ TRADING CO. INV. 133226	25029IC05002304Y	23/10/2025	IMPORT TERRESTRE FTL IGUAZU
25	GMCI	25-GMCI-000799	 	LLAVANERES SRL	IMB PAPELES SA INV: ET-683	25042IC05024147S	24/09/2025	IMPORT FTL PDLLIBRES
25	GMCI	25-GMCI-000798		ENRICI DARIO OMAR	TOREMOR SA INV. A000402	25026IC05002402K	21/10/2025	IMPORT TERR DDE URUGUAY EQUIPOS CLAAS (TRACTOR + SEGADORAS)
25	GMCI	25-GMCI-000797		CEDIMET SRL	25/02189 _ CEDIMET SRL	25001TRM4009189H	22/09/2025	TRM ISTA T4/BINDER1+ENTREGA CLIENTE 1X40HC JXLU6344678
25	GMCI	25-GMCI-000796		LETRA IMPRESA SRL	JH-LI20250811	25001IC04249163T	20/11/2025	 
25	GMCI	25-GMCI-000795		SOCIEDAD DE SAN PABLO	ZT2506005	25001IC04242224K	12/11/2025	 
25	GMCI	25-GMCI-000794		SOIME SRL	2501884 SI - SOIME SRL	25001TRM4009103Z	18/09/2025	TRM4 T4/BINDER1/CLIENTE/DEFIBE_2X40HC SUDU6871261 MSKU1003951
25	GMCI	25-GMCI-000793	 	PROBELT S.R.L.	SILIKOMART FEDEX	25073IC04104177A	16/09/2025	SILIKOMART FEDEX
25	GMCI	25-GMCI-000792		CELULOSA CANNING SA	IMB PAELES INV. ET-677	25042IC05023909A	22/09/2025	IMPORT TERR CAMION COMPLETO PDLLIBRES PAPEL
25	GMCI	25-GMCI-000791		SOIME SRL	25/02192 SI _ SOIME	25001TRM4009185D	22/09/2025	TRM ISTA CONTENEDOR COMPARTIDO T4/BINDER1+ENTREGA CLIENTE 1X40HC BEAU5036214
25	GMCI	25-GMCI-000790		CEDIMET SRL	2501884 SI - CEDIMET SRL	25001TRM4009100N	18/09/2025	TRM4 T4/BINDER1/CLIENTE/DEFIBE_1X40HC MRKU4253905
25	GMCI	25-GMCI-000789		CEDIMET SRL	25/02192 SI _ CEDIMET	25001TRM4009181W	22/09/2025	TRM ISTA CONTENEDOR COMPARTIDO T4/BINDER1+ENTREGA CLIENTE 1X40HC BEAU5036214
25	GMCI	25-GMCI-000788		CRUX MARINE SAS 	CRUX UY INV.A113	25001IC04204601H	30/09/2025	IMPORT AER PANELES SOLARES (DONGGUAN WSL SOLAR CO. LTD.-CHINA)
25	GMCI	25-GMCI-000787		PROBELT S.R.L.	99003-098	25001IC04199546F	24/09/2025	99003-098
25	GMCI	25-GMCI-000786	 	GM CARGO SRL	IRIMAQ SA RETROEXCAVADORA	25001TRM4009540V	01/10/2025	DESCONSOLIDADO 1X40FR UAEU9605830 + TRM4 CARRETON SAF/PARAGUAY
25	GMCI	25-GMCI-000785		RUILARSA SRL		25001IC04238009Z	07/11/2025	 
25	GMCI	25-GMCI-000784		W.MAX SRL	JOSTRON INV: A5	25001IC04238527V	07/11/2025	IMPORT MARIT 2X40HC XPE SHOCK PAD
25	GMCI	25-GMCI-000783		TECNORED ENERGIA SA	OP 3689 _ TECNORED ENERGIA SA	25001TRM4010201H	16/10/2025	TRM4 BUE/CACEC-CORD/VENADO TUERTO/BUE 1X40HC+1X40FR
25	GMCI	25-GMCI-000782		CHIEZHO EDIZIONE S.R.L.	002	25001IC04205507N	01/10/2025	 
25	GMCI	25-GMCI-000781		PROEME	263	25001IC04210209X	07/10/2025	 
25	GMCI	25-GMCI-000780		CRUX MARINE SAS 	MEDCHEMEXPRESS INV. M2558044	25001IC04183435S	04/09/2025	IMPORT AER 300miligrms BMAA (AMINOACIDO) Beta-N-methylamino-L-alanine hydrochloride
25	GMCI	25-GMCI-000779	 	SOCIEDAD DE SAN PABLO	RESOLUTE FP US INC 10378634	25001IC04231548R	30/10/2025	 
25	GMCI	25-GMCI-000778		CELULOSA CANNING SA	PI 490 IMB PAPELES ET-641	25042IC05022819W	10/09/2025	IMPORT FTL PDLLIBRES
25	GMCI	25-GMCI-000777		TIRAGRO DEL SUR S.A.	RANDALL BROTHERS INV: 28388-24910-29633-25320	25008IC04008809D	14/11/2025	IMPORTACION ZARATE COSECHADORA + CABEZAL, MERCAD. USADA
25	GMCI	25-GMCI-000776	 	ELVERDIN DANIEL HORACIO	SLOAN IMPLEMENT INV: 250712	25008IC04008807B	14/11/2025	IMPORTACION ZARATE DRAPER JD 640FD
25	GMCI	25-GMCI-000775	 	ANGELINI HECTOR VIRGINIO	MOWREY AUCTION CO. INV: 29950	25008IC04008806A	14/11/2025	IMPORT ZARATE COSECHADORA + DRAPER (USADOS)
25	GMCI	25-GMCI-000774	 	CYPRES SA	Latinbooks International SA 2573	25001IC05023207J	29/09/2025	Camión completo  Zona Franca Colonia
25	GMCI	25-GMCI-000773	 	MERKAT AGRI S.A.S	25/01707 MERKAT AGRI SAS	25001TRM4008471A	04/09/2025	TRM TRP/ZFCORDOBA
25	GMCI	25-GMCI-000772		CELULOSA CANNING SA	IMB ET-629 pi488 ANIN2194 PDLL	25042IC05022275S	04/09/2025	IMPORT TERRESTRE FTL PDLLIBRES
25	GMCI	25-GMCI-000771		LUMINIAS SRL	LIBRO + EXHIBIDOR	25001IC04237324P	06/11/2025	LIBRO + EXHIBIDOR
25	GMCI	25-GMCI-000769		GM CARGO SRL	IRIMAQ SA (TRANSITO A PARAGUAY)	25001TRM4008176C	28/08/2025	TRANSITO ISTA EXO/PARAGUAY 1x40HC MSMU60880822
25	GMCI	25-GMCI-000768		SCHMIDT MARIANA BELEN	25/01764SI _ SCHMIDT MARIAN BELEN	25001TRM4008150R	28/08/2025	TRANSITO ISTA T4-ARBUE/ PUERTO SANTA FE
25	GMCI	25-GMCI-000767	 	LAUACU SRL	10.703	25042IC05026213Y	15/10/2025	Camión consolidado desde fábrica BWB
